2021/09/16 09:32:58 [error] 21#21: *1 directory index of "/www/rms-api/" is forbidden, client: 172.22.0.1, server: rms-api.test, request: "GET / HTTP/1.1", host: "rms-api.test"
2021/09/16 09:32:59 [error] 21#21: *1 directory index of "/www/rms-api/" is forbidden, client: 172.22.0.1, server: rms-api.test, request: "GET / HTTP/1.1", host: "rms-api.test"
2021/09/16 11:26:17 [warn] 21#21: *11 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/1/00/0000000001 while reading upstream, client: 172.24.0.1, server: rms-api.test, request: "GET /web/index HTTP/1.1", upstream: "fastcgi://172.24.0.3:9000", host: "rms-api.test"
2021/09/17 16:47:30 [warn] 20#20: *23 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/1/00/0000000001 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/17 16:47:30 [warn] 20#20: *27 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/2/00/0000000002 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/17 16:47:31 [warn] 20#20: *29 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/3/00/0000000003 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 14:02:24 [warn] 20#20: *190 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/4/00/0000000004 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 14:26:04 [warn] 20#20: *214 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/5/00/0000000005 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 14:30:39 [warn] 20#20: *232 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/6/00/0000000006 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 14:38:21 [warn] 20#20: *244 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/7/00/0000000007 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 15:11:21 [warn] 20#20: *254 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/8/00/0000000008 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 17:19:32 [warn] 20#20: *310 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/9/00/0000000009 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/18 17:32:08 [warn] 20#20: *328 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/0/01/0000000010 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/22 09:36:57 [warn] 20#20: *343 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/1/01/0000000011 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/22 15:21:29 [warn] 20#20: *445 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/2/01/0000000012 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/activities/getActivitiesList?name=%E6%B3%A8%E5%86%8C%E9%80%81%E5%88%B8&type=0&status=0&createdUserName=%E5%B0%8F%E4%BA%94%E9%83%8E&shopIds=3%2C1%2C5%2C6&pageSize=10&pageNum=1 HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/22 15:36:34 [warn] 20#20: *460 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/3/01/0000000013 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/activities/getActivitiesList HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/23 15:09:59 [warn] 20#20: *513 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/4/01/0000000014 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getActivityCouponList?startAt=1632949810 HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
2021/09/23 15:48:33 [warn] 20#20: *522 an upstream response is buffered to a temporary file /var/cache/nginx/fastcgi_temp/5/01/0000000015 while reading upstream, client: 172.18.0.1, server: rms-api.test, request: "GET /api/b/coupons/getCouponList?startAt=2021-09-23%2012:00:00 HTTP/1.1", upstream: "fastcgi://172.18.0.3:9000", host: "rms-api.test"
